Game Version,Name,Name_PWHL,PlayerID,Image,Team,Logo,Number,Position,Height,Weight,Age,Shoots,Player Type,Potential,Line Position,Overall,Deking,Hand-Eye,Passing,Puck Control,Def. Awareness,Faceoffs,Shot Blocking,Stick Checking,Discipline,Off. Awareness,Poise,Acceleration,Agility,Balance,Endurance,Speed,Slap Shot Accuracy,Slap Shot Power,Wrist Shot Accuracy,Wrist Shot Power,Aggressiveness,Body Checking,Durability,Fighting Skill,Strength
NHL 25,HAYLEY SCAMURRA,Hayley Scamurra,61,https://assets.leaguestat.com/pwhl/240x240/61.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,16,LW/C,"5'7""",161 Lbs,29,Left,Power Forward,ELITE,4LW,84,90,86,88,86,85,83,84,82,82,90,88,89,83,92,84,89,84,81,85,80,89,85,88,50,85
NHL 25,JULIA GOSLING,Julia Gosling,210,https://assets.leaguestat.com/pwhl/240x240/210.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,88,LW/C,"5'10""",162 Lbs,23,Left,2 Way Forward,ELITE,4C,85,87,88,85,90,88,76,84,85,90,88,87,88,85,84,86,89,86,77,87,77,87,87,92,50,86
NHL 25,DARYL WATTS,Daryl Watts,63,https://assets.leaguestat.com/pwhl/240x240/63.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,9,C,"5'6""",137 Lbs,25,Left,2 Way Forward,ELITE,1LW,86,89,89,88,85,88,83,88,86,91,89,87,88,88,88,86,88,85,88,87,84,87,86,89,50,87
NHL 25,IZZY DANIEL,Izzy Daniel,209,https://assets.leaguestat.com/pwhl/240x240/209.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,8,RW/LW,"5'5""",125 Lbs,24,Right,Sniper,T6F,1RW,81,87,88,87,81,86,81,78,82,85,89,86,88,88,86,85,85,80,82,82,80,87,86,85,50,83
NHL 25,MAGGIE CONNORS,Maggie Connors,66,https://assets.leaguestat.com/pwhl/240x240/66.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,22,LW/C,"5'6""",133 Lbs,23,Left,2 Way Forward,T6F,3LW,79,83,84,88,84,81,80,82,81,84,88,87,83,82,80,82,83,82,84,85,83,81,81,85,50,84
NHL 25,RENATA FAST,Renata Fast,67,https://assets.leaguestat.com/pwhl/240x240/67.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,14,RD,"5'6""",145 Lbs,29,Right,Offensive Defenseman,ELITE,1RD,92,88,91,93,91,89,59,91,90,90,93,93,91,90,91,93,91,91,86,90,86,92,89,90,50,92
NHL 25,SAVANNAH HARMON,Savannah Harmon,56,https://assets.leaguestat.com/pwhl/240x240/56.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,5,LD,"5'6""",148 Lbs,28,Left,2 Way Defender,T4D,1LD,87,87,89,91,90,90,55,84,86,91,89,90,89,87,86,90,86,83,81,84,80,83,86,88,50,86
NHL 25,ALLIE MUNROE,Allie Munroe,74,https://assets.leaguestat.com/pwhl/240x240/74.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,12,LD,"5'8""",152 Lbs,27,Left,Offensive Defenseman,T4D,2LD,79,84,82,85,86,84,58,82,86,84,82,87,78,81,82,85,85,85,83,85,87,82,83,85,50,89
NHL 25,MEGAN CARTER,Megan Carter,208,https://assets.leaguestat.com/pwhl/240x240/208.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,23,LD,"5'8""",135 Lbs,23,Left,2 Way Defender,T4D,3LD,78,79,82,87,81,83,50,82,80,85,84,85,84,82,82,85,81,79,78,79,82,83,85,86,50,81
NHL 25,ANNA KJELLBIN,Anna Kjellbin,200,https://assets.leaguestat.com/pwhl/240x240/200.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,71,RD,"5'7""",139 Lbs,30,Right,Offensive Defenseman,T6D,3RD,78,82,85,80,77,87,50,78,76,85,83,87,84,85,78,80,77,75,75,76,76,82,85,88,50,81
NHL 25,KALI FLANAGAN,Kali Flanagan,68,https://assets.leaguestat.com/pwhl/240x240/68.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,6,RD,"5'6""",141 Lbs,29,Right,Offensive Defenseman,T6D,2RD,78,78,82,82,81,83,50,82,80,85,84,83,84,82,85,82,77,79,78,79,78,83,85,86,50,81
NHL 25,EMMA WOODS,Emma Woods,86,https://assets.leaguestat.com/pwhl/240x240/86.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,67,RW,"5'7""",141 Lbs,28,Right,2 Way Forward,T9F,4RW,80,80,86,79,80,88,55,82,83,90,83,80,80,85,82,88,78,88,79,83,78,84,86,88,50,82
NHL 25,NOEMI NEUBAUEROVÁ,Noemi Neubauerová,214,https://assets.leaguestat.com/pwhl/240x240/214.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,61,RW/C,"5'6""",162 Lbs,24,Right,2 Way Forward,T6F,SRW,79,86,88,86,88,81,75,81,85,85,83,84,87,87,87,87,86,79,78,83,79,88,84,87,50,85
NHL 25,SAMANTHA COGAN,Samantha Cogan,126,https://assets.leaguestat.com/pwhl/240x240/126.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,17,LW,"5'8""",154 Lbs,27,Left,Playmaker,T6F,SLW,78,86,89,81,80,85,75,78,79,86,89,85,88,84,78,82,85,79,81,82,79,89,83,85,50,79
NHL 25,LAURA KLUGE,Laura Kluge,212,https://assets.leaguestat.com/pwhl/240x240/212.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,29,RW,"5'10""",138 Lbs,27,Left,2 Way Forward,T9F,SRW,72,79,78,78,80,81,72,73,78,83,81,85,82,80,73,85,81,70,72,71,71,79,78,84,50,78
NHL 25,RYLIND MACKINNON,Rylind Mackinnon,232,https://assets.leaguestat.com/pwhl/240x240/232.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,55,LD,"5'10""",140 Lbs,24,Left,2 Way Defender,T4D,SD,81,84,89,83,78,86,70,84,82,85,89,84,84,83,84,82,80,80,79,78,80,87,82,88,50,78
NHL 25,ANNEKE RANKILA,Anneke Rankila,213,https://assets.leaguestat.com/pwhl/240x240/213.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,15,RW,"5'10""",140 Lbs,24,Right,2 Way Forward,T6F,SRW,80,85,87,82,80,84,75,88,82,83,85,85,85,88,88,85,87,83,79,85,79,87,87,88,50,86
NHL 25,JESSICA KONDAS,Jessica Kondas,132,https://assets.leaguestat.com/pwhl/240x240/132.jpg,Toronto Sceptres,https://assets.leaguestat.com/pwhl/logos/6.png,2,RD,"5'9""",152 Lbs,24,Right,Defensive Defenseman,T6D,SD,75,79,82,83,81,82,50,77,80,80,84,81,80,82,82,82,81,79,78,81,80,83,82,82,50,81
NHL 26,Alina Müller,Alina Müller,15,https://assets.leaguestat.com/pwhl/240x240/15.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,11,C,"5'6""",143 LBS,27,Left,Sniper,T6F,2C,88,94,91,93,89,88,68,82,84,84,94,89,92,90,90,83,92,90,82,85,83,82,84,84,50,85
NHL 26,Jill Saulnier,Jill Saulnier,149,https://assets.leaguestat.com/pwhl/240x240/149.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,44,RW,"5'5""",146 LBS,31,Left,Grinder,T6F,3LW,81,81,82,82,80,87,65,87,85,81,83,90,84,83,90,85,83,84,78,83,80,83,86,79,50,84
NHL 26,Abby Newhook,Abby Newhook,259,https://assets.leaguestat.com/pwhl/240x240/259.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,18,C,"5'6""",140 LBS,22,Right,2 Way Forward,ELITE,3RW,85,91,89,88,86,85,86,85,85,93,90,91,90,89,91,85,89,87,78,87,77,86,88,90,50,85
NHL 26,Olivia Mobley,Olivia Mobley,256,https://assets.leaguestat.com/pwhl/240x240/256.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,15,C,"5'8""",153 LBS,23,Right,Playmaker,T6F,1RW,83,86,89,87,90,85,75,78,82,86,85,85,88,91,84,82,85,79,82,81,79,89,89,85,50,79
NHL 26,Hannah Brandt,Hannah Brandt,1,https://assets.leaguestat.com/pwhl/240x240/1.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,20,C,"5'6""",150 LBS,31,Right,2 Way Forward,ELITE,3C,84,84,84,85,85,89,81,86,86,82,86,85,84,86,84,85,85,83,81,85,82,81,90,85,50,82
NHL 26,Shay Maloney,Shay Maloney,183,https://assets.leaguestat.com/pwhl/240x240/183.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,27,RW,"5'8""",143 LBS,26,Left,Power Forward,T6F,2RW,82,86,85,84,86,90,79,89,87,83,83,84,84,84,89,87,86,86,78,86,77,91,90,82,50,89
NHL 26,Theresa Schafzahl,Theresa Schafzahl,17,https://assets.leaguestat.com/pwhl/240x240/17.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,37,LW,"5'8""",138 LBS,25,Left,2 Way Forward,T6F,1LW,80,82,83,84,83,85,64,82,82,85,85,83,82,83,82,83,83,82,79,85,80,80,82,81,50,84
NHL 26,Jamie-Lee Rattray,Jamie Lee Rattray,16,https://assets.leaguestat.com/pwhl/240x240/16.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,47,C,"5'6""",172 LBS,33,Left,Sniper,ELITE,4LW,83,86,86,86,84,86,67,81,85,84,85,85,87,84,81,85,87,84,82,87,80,80,83,84,50,85
NHL 26,Laura Kluge,Laura Kluge,212,https://assets.leaguestat.com/pwhl/240x240/212.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,25,RW,"5'10""",139 LBS,28,Left,2 Way Forward,T9F,1C,77,82,80,81,82,86,69,87,81,88,81,85,79,81,83,77,79,78,72,82,71,78,80,77,50,80
NHL 26,Ella Huber,Ella Huber,243,https://assets.leaguestat.com/pwhl/240x240/243.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,26,C,"5'6""",128 LBS,22,Left,2 Way Forward,T9F,2LW,80,85,83,86,84,84,55,84,82,90,87,85,88,85,84,83,86,82,80,82,78,81,82,89,50,84
NHL 26,Megan Keller,Megan Keller,12,https://assets.leaguestat.com/pwhl/240x240/12.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,5,LD,"5'11""",165 LBS,28,Left,2 Way Defender,ELITE,1LD,92,92,90,94,92,93,55,94,87,81,94,91,91,89,84,90,92,92,80,91,81,84,87,90,50,91
NHL 26,Haley Winn,Haley Winn,246,https://assets.leaguestat.com/pwhl/240x240/246.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,8,RD,"5'6""",150 LBS,22,Right,Defensive Defenseman,T4D,1RD,86,87,86,89,89,89,55,87,88,79,86,85,94,92,92,91,94,85,84,85,84,90,88,90,50,85
NHL 26,Susanna Tapani,Susanna Tapani,78,https://assets.leaguestat.com/pwhl/240x240/78.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,77,C/LW,"5'10""",150 LBS,32,Left,Power Forward,ELITE,4C,85,88,87,90,88,89,79,84,84,85,92,86,87,85,84,85,89,88,80,90,81,84,90,91,50,86
NHL 26,Riley Brengman,Riley Brengman,255,https://assets.leaguestat.com/pwhl/240x240/255.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,16,RD,"5'6""",159 LBS,23,Right,2 Way Defender,T4D,2RD,82,81,82,81,82,87,55,87,86,87,80,87,83,85,86,81,83,76,77,76,76,83,86,86,50,88
NHL 26,Zoe Boyd,Zoe Boyd,52,https://assets.leaguestat.com/pwhl/240x240/52.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,2,LD,"5'8""",154 LBS,25,Left,2 Way Defender,T4D,3LD,79,82,81,80,83,84,55,79,87,80,82,81,80,81,85,80,80,82,80,80,80,80,82,78,50,83
NHL 26,Daniela Pejšová,Daniela Pejšová,185,https://assets.leaguestat.com/pwhl/240x240/185.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,55,LD,"5'8""",161 LBS,23,Left,2 Way Defender,T4D,2LD,79,80,79,80,80,84,55,80,87,81,83,82,80,82,80,81,80,83,80,80,79,82,85,78,50,83
NHL 26,Hadley Hartmetz,Hadley Hartmetz,182,https://assets.leaguestat.com/pwhl/240x240/182.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,6,RD,"5'5""",140 LBS,24,Right,2 Way Defender,T4D,3RD,75,80,80,82,79,81,50,78,78,91,83,81,87,84,83,85,79,80,80,80,78,81,79,86,50,78
NHL 26,Rylind MacKinnon,Rylind Mackinnon,232,https://assets.leaguestat.com/pwhl/240x240/232.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,56,LD,"5'10""",140 LBS,25,Left,2 Way Defender,T4D,SD,79,79,79,78,79,86,55,80,85,78,82,79,78,79,78,78,78,83,79,79,80,80,81,78,50,78
NHL 26,Olivia Zafuto,Olivia Zafuto,46,https://assets.leaguestat.com/pwhl/240x240/46.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,73,LD,"5'6""",130 LBS,28,Left,2 Way Defender,7D,SD,75,79,83,80,79,82,55,79,79,84,79,80,80,79,81,83,78,77,78,77,78,80,81,86,50,82
NHL 26,Sophie Shirley,Sophie Shirley,18,https://assets.leaguestat.com/pwhl/240x240/18.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,9,RW,"5'9""",146 LBS,26,Right,2 Way Forward,T6F,4RW,77,81,80,84,81,83,62,80,79,79,84,79,82,80,84,80,82,80,78,83,79,85,85,79,50,80
NHL 26,Loren Gabel,Loren Gabel,8,https://assets.leaguestat.com/pwhl/240x240/8.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,36,LW,"5'5""",150 LBS,31,Left,2 Way Forward,ELITE,SLW,78,80,79,82,81,83,60,80,81,81,84,80,81,81,84,78,82,82,80,86,82,78,83,78,50,83
NHL 26,Chloé Aurard,Chloé Aurard,33,https://assets.leaguestat.com/pwhl/240x240/33.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,17,LW,"5'6""",134 LBS,26,Left,Playmaker,T6F,SLW,77,81,81,82,80,86,64,80,83,85,84,83,82,80,81,79,82,82,77,83,78,84,84,78,50,82
NHL 26,Liz Schepers,Liz Schepers,97,https://assets.leaguestat.com/pwhl/240x240/97.jpg,Boston Fleet,https://assets.leaguestat.com/pwhl/logos/1.png,23,C/LW,"5'7""",140 LBS,26,Left,2 Way Forward,T9F,SC,81,82,83,83,83,89,75,87,87,87,83,84,82,82,87,79,82,80,78,83,78,86,86,80,50,82
NHL 26,Abby Hustler,Abby Hustler,247,https://assets.leaguestat.com/pwhl/240x240/247.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,14,LW/C,"5'8""",140 LBS,22,Left,2 Way Forward,B6F,2LW,75,79,78,80,80,82,61,80,81,81,78,75,82,80,82,82,83,78,82,84,82,78,82,79,50,81
NHL 26,Taylor Heise,Taylor Heise,21,https://assets.leaguestat.com/pwhl/240x240/21.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,27,C/RW,"5'10""",160 LBS,25,Right,Playmaker,ELITE,2C,92,93,88,94,92,89,80,84,85,93,94,90,93,89,86,85,93,87,82,94,83,78,86,85,50,85
NHL 26,Kelly Pannek,Kelly Pannek,23,https://assets.leaguestat.com/pwhl/240x240/23.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,12,RW/C,"5'8""",165 LBS,29,Right,2 Way Forward,ELITE,1C,86,88,87,88,88,93,85,86,86,84,86,85,83,88,88,92,84,82,80,85,79,80,83,88,50,87
NHL 26,Denisa Křížová,Denisa Křížová,104,https://assets.leaguestat.com/pwhl/240x240/104.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,10,LW/C,"5'6""",150 LBS,30,Left,2 Way Forward,T6F,3LW,79,85,82,83,83,84,62,81,80,82,84,82,84,84,87,82,85,87,79,85,76,86,87,84,50,84
NHL 26,Dominique Petrie,Dominique Petrie,195,https://assets.leaguestat.com/pwhl/240x240/195.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,14,RW,"5'7""",145 LBS,24,Right,2 Way Forward,T6F,3C,82,86,83,84,87,87,81,88,83,83,85,85,83,85,86,80,84,80,81,85,77,88,86,79,50,84
NHL 26,Katy Knoll,Katy Knoll,191,https://assets.leaguestat.com/pwhl/240x240/191.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,6,RW,"5'7""",140 LBS,24,Right,2 Way Forward,T6F,3RW,77,79,78,80,80,84,70,83,81,80,84,83,82,80,80,78,82,81,80,82,78,78,81,78,50,78
NHL 26,Peyton Anderson,Peyton Anderson,263,https://assets.leaguestat.com/pwhl/240x240/263.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,98,C/LW,"5'6""",135 LBS,24,Left,Power Forward,ELITE,4LW,80,88,84,85,84,82,83,80,80,82,86,85,86,82,92,85,87,82,81,82,80,89,80,85,50,87
NHL 26,Britta Curl,Britta Curl-Salemme,189,https://assets.leaguestat.com/pwhl/240x240/189.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,7,C,"5'9""",168 LBS,25,Left,2 Way Forward,ELITE,1RW,82,85,84,84,84,85,68,80,80,80,88,83,88,84,86,86,88,93,79,88,80,84,85,84,50,86
NHL 26,Kendall Coyne,Kendall Coyne Schofield,20,https://assets.leaguestat.com/pwhl/240x240/20.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,26,LW,"5'3""",125 LBS,31,Right,2 Way Forward,FRANCHISE,1LW,91,90,91,93,92,90,64,81,86,88,94,95,95,93,89,84,95,88,81,93,80,85,87,88,50,86
NHL 26,Grace Zumwinkle,Grace Zumwinkle,25,https://assets.leaguestat.com/pwhl/240x240/25.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,13,RW/C,"5'8""",165 LBS,26,Left,Power Forward,ELITE,2RW,80,89,84,88,88,83,65,82,78,89,88,87,89,85,88,86,89,90,83,89,83,78,80,82,50,82
NHL 26,Klara Hýmlarová,Klára Hymlárová,190,https://assets.leaguestat.com/pwhl/240x240/190.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,71,LW/C,"5'8""",148 LBS,26,Left,2 Way Forward,T6F,4C,78,80,79,84,82,84,67,82,82,85,84,80,81,80,83,78,81,81,79,84,77,78,84,80,50,80
NHL 26,Claire Butorac,Claire Butorac,102,https://assets.leaguestat.com/pwhl/240x240/102.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,7,RW,"5'5""",130 LBS,26,Right,2 Way Forward,T9F,4RW,77,82,77,81,80,85,64,80,79,81,81,78,81,81,90,78,81,80,77,82,75,81,81,79,50,84
NHL 26,Vanessa Upson,Vanessa Upson,269,https://assets.leaguestat.com/pwhl/240x240/269.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,24,C,"5'5""",150 LBS,21,Left,2 Way Forward,B6F,SC,75,81,78,80,80,80,75,78,80,85,80,78,81,81,90,75,81,80,78,81,76,83,83,80,50,86
NHL 26,Sidney Morin,Sidney Morin,167,https://assets.leaguestat.com/pwhl/240x240/167.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,5,RD,"5'5""",141 LBS,30,Right,2 Way Defender,T4D,2RD,80,82,82,86,82,85,55,80,80,83,89,84,83,82,80,83,85,88,80,91,79,82,83,84,50,81
NHL 26,Elizabeth Giguère,Élizabeth Giguère,37,https://assets.leaguestat.com/pwhl/240x240/37.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,18,RW,"5'10""",159 LBS,29,Right,2 Way Forward,T6F,SRW,77,82,82,82,81,83,64,79,80,83,83,80,84,80,83,81,82,81,78,85,80,78,81,80,50,80
NHL 26,Lee Stecklein,Lee Stecklein,24,https://assets.leaguestat.com/pwhl/240x240/24.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,2,LD,"6'0""",170 LBS,31,Left,2 Way Defender,ELITE,1LD,92,89,85,92,89,96,55,84,85,86,91,95,87,86,85,87,88,85,91,91,80,81,84,90,50,85
NHL 26,Mae Batherson,Mae Batherson,188,https://assets.leaguestat.com/pwhl/240x240/188.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,21,LD,"5'7""",151 LBS,24,Left,2 Way Defender,T4D,2LD,77,80,79,82,80,84,55,79,81,82,84,80,80,80,81,82,80,81,79,80,78,80,81,79,50,79
NHL 26,Madison Bizal,Madison Bizal,162,https://assets.leaguestat.com/pwhl/240x240/162.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,9,LD,"5'6""",141 LBS,25,Left,Defensive Defenseman,T4D,SD,78,80,86,79,80,85,50,82,83,88,78,81,80,85,84,87,78,88,79,81,77,84,86,88,50,82
NHL 26,Natalie Buchbinder,Natalie Buchbinder,90,https://assets.leaguestat.com/pwhl/240x240/90.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,22,RD,"5'8""",150 LBS,26,Right,2 Way Defender,T4D,1RD,79,82,82,82,83,86,55,82,82,86,83,83,80,79,82,79,80,83,75,81,79,80,81,80,50,79
NHL 26,Kaitlyn O'Donohoe,Kaitlyn O'Donohoe,194,https://assets.leaguestat.com/pwhl/240x240/194.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,16,RW,"5'8""",161 LBS,24,Right,2 Way Forward,T9F,SRW,75,79,79,79,79,82,71,80,78,90,79,82,85,83,84,82,81,78,80,79,78,86,82,86,50,82
NHL 26,Brooke Becker,Brooke Becker,264,https://assets.leaguestat.com/pwhl/240x240/264.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,15,RD,"5'6""",130 LBS,23,Right,Offensive Defenseman,T4D,3RD,78,78,84,83,80,91,55,83,86,88,80,76,83,80,85,91,81,79,72,81,74,87,89,87,50,80
NHL 26,Kendall Cooper,Kendall Cooper,236,https://assets.leaguestat.com/pwhl/240x240/236.jpg,Minnesota Frost,https://assets.leaguestat.com/pwhl/logos/2.png,4,RD,"5'8""",154 LBS,23,Right,2 Way Defender,T4D,3LD,85,84,82,90,85,88,55,82,86,90,87,86,90,88,84,83,88,81,80,82,79,81,85,89,50,85
NHL 26,Marie-Philip Poulin,Marie-Philip Poulin,31,https://assets.leaguestat.com/pwhl/240x240/31.jpg,Montréal Victoire,https://assets.leaguestat.com/pwhl/logos/3.png,39,C,"5'6""",161 lbs,34,Left,Sniper,FRANCHISE,1C,94,95,91,92,95,91,86,89,88,82,95,97,94,90,87,91,94,95,83,95,83,83,90,89,50,88
NHL 26,Laura Stacey,Laura Stacey,32,https://assets.leaguestat.com/pwhl/240x240/32.jpg,Montréal Victoire,https://assets.leaguestat.com/pwhl/logos/3.png,7,RW,"5'10""",157 lbs,31,Right,2 Way Forward,T6F,1RW,90,93,90,92,91,89,66,82,86,86,93,90,91,91,91,90,92,93,88,93,89,80,82,88,50,86
NHL 26,Abby Roque,Abby Roque,42,https://assets.leaguestat.com/pwhl/240x240/42.jpg,Montréal Victoire,https://assets.leaguestat.com/pwhl/logos/3.png,11,RW/C,"5'7""",181 lbs,29,Right,Playmaker,ELITE,1LW,88,92,89,91,90,86,83,80,82,86,90,87,87,88,93,85,87,88,85,89,83,90,92,90,50,89
NHL 26,Natalie Mlynkova,Natálie Mlýnková,274,https://assets.leaguestat.com/pwhl/240x240/274.jpg,Montréal Victoire,https://assets.leaguestat.com/pwhl/logos/3.png,96,LW/C,"5'6""",139 lbs,24,Left,Sniper,T6F,2LW,83,87,86,88,82,85,70,78,78,86,89,90,86,90,87,85,87,82,86,86,82,88,80,85,50,80
NHL 26,Shiann Darkangelo,Shiann Darkangelo,4,https://assets.leaguestat.com/pwhl/240x240/4.jpg,Montréal Victoire,https://assets.leaguestat.com/pwhl/logos/3.png,27,LW,"5'11""",146 lbs,31,Left,2 Way Forward,T6F,2C,80,83,83,82,81,86,75,80,81,83,84,83,85,81,86,81,86,82,78,87,80,78,83,83,50,83
NHL 26,Maureen Murphy,Maureen Murphy,98,https://assets.leaguestat.com/pwhl/240x240/98.jpg,Montréal Victoire,https://assets.leaguestat.com/pwhl/logos/3.png,21,RW,"5'5""",141 lbs,25,Left,Power Forward,ELITE,2RW,79,85,84,84,85,85,67,87,83,81,85,83,86,84,85,81,85,84,83,85,83,78,84,82,50,84
NHL 26,Dara Greig,Dara Greig,199,https://assets.leaguestat.com/pwhl/240x240/199.jpg,Montréal Victoire,https://assets.leaguestat.com/pwhl/logos/3.png,17,LW,"5'7""",140 lbs,24,Left,Sniper,T6F,3LW,77,80,82,82,81,83,63,79,79,79,83,83,84,82,81,79,83,79,82,82,84,79,82,79,50,81
NHL 26,Hayley Scamurra,Hayley Scamurra,61,https://assets.leaguestat.com/pwhl/240x240/61.jpg,Montréal Victoire,https://assets.leaguestat.com/pwhl/logos/3.png,16,LW/C,"5'8""",161 lbs,30,Left,Power Forward,ELITE,3C,80,83,82,83,82,87,64,82,86,82,85,84,84,83,90,84,84,83,81,86,80,81,82,83,50,88
NHL 26,Jade Downie-Landry,Jade Downie-Landry,35,https://assets.leaguestat.com/pwhl/240x240/35.jpg,Montréal Victoire,https://assets.leaguestat.com/pwhl/logos/3.png,24,LW,"5'9""",160 lbs,29,Left,Playmaker,T6F,3RW,82,87,85,85,86,88,74,80,85,79,86,86,85,84,83,81,84,83,82,87,79,82,89,81,50,82
NHL 26,Catherine Dubois,Catherine Dubois,157,https://assets.leaguestat.com/pwhl/240x240/157.jpg,Montréal Victoire,https://assets.leaguestat.com/pwhl/logos/3.png,28,C,"5'10""",174 lbs,30,Left,2 Way Forward,ELITE,4LW,80,83,85,82,81,85,65,80,82,80,85,80,81,82,91,79,81,82,79,83,84,83,80,78,50,90
NHL 26,Erin Ambrose,Erin Ambrose,83,https://assets.leaguestat.com/pwhl/240x240/83.jpg,Montréal Victoire,https://assets.leaguestat.com/pwhl/logos/3.png,23,RD,"5'5""",132 lbs,31,Right,Offensive Defenseman,ELITE,1RD,89,87,89,95,89,90,55,90,86,87,92,93,85,86,86,91,85,85,82,80,82,82,85,85,50,84
NHL 26,Kati Tabin,Kati Tabin,84,https://assets.leaguestat.com/pwhl/240x240/84.jpg,Montréal Victoire,https://assets.leaguestat.com/pwhl/logos/3.png,9,LD,"5'8""",150 lbs,28,Left,Defensive Defenseman,T6D,2RD,81,85,86,83,84,86,55,81,81,81,87,84,86,85,86,86,85,93,81,90,79,83,85,82,50,86
NHL 26,Nicole Gosling,Nicole Gosling,253,https://assets.leaguestat.com/pwhl/240x240/253.jpg,Montréal Victoire,https://assets.leaguestat.com/pwhl/logos/3.png,61,LD,"5'6""",141 lbs,23,Left,2 Way Defender,T4D,1LD,84,85,83,88,88,88,55,83,85,90,86,85,89,87,84,83,87,83,81,84,80,81,83,89,50,84
